Gene Symbol,Report Type,Report PMID,Primary Disorder(s),Associated Disorder(s)
DCC,Positive Association,29700475,Depression,
DCC,Positive Association,30718901,Depression,
DCC,Primary,32606422,ASD,
DCTN5,Highly Cited,10525537,,
DCTN5,Recent Recommendation,21440632,,
DCTN5,Primary,21572417,ASD,
DCUN1D1,Primary,10777668,ASD,
DCUN1D1,Highly Cited,12796399,,
DCUN1D1,Recent Recommendation,15988528,,
DCX,Primary,11857568,ASD,
DCX,Recent Recommendation,16835924,,
DCX,Recent Recommendation,16869982,,
DCX,Support,22511880,ASD,
DCX,Positive Association,23934111,Epilepsy,"IS, LGS, DD, ID, ASD, ADHD"
DCX,Support,28392909,Childhood disintegrative disorder,
DCX,Support,31130284,"DD, ID",Autistic features
DCX,Highly Cited,9489699,X-linked lissencephaly-1,
DCX,Highly Cited,9489700,X-linked lissencephaly-1,
DCX,Highly Cited,9817918,LIS,
DDC,Negative Association,11992572,ASD,
DDC,Primary,22397633,ASD,
DDHD2,Support,24035194,ASD,
DDHD2,Support,27919067,ASD,
DDHD2,Positive association,32366953,"ASD, ADHD, BPD, MDD, SCZ",
DDHD2,Primary,32747698,ASD,
DDX11,Highly Cited,10882484,,
DDX11,Recent Recommendation,1662384,,
DDX11,Primary,16709250,ASD,
DDX3X,Support,25363768,ASD,
DDX3X,Primary,26235985,ID,ASD
DDX3X,Support,27159028,ID,
DDX3X,Support,27479843,ID,
DDX3X,Support,28263302,ASD,
DDX3X,Support,28327206,"DD, ID","Epilepsy/seizures, microcephaly"
DDX3X,Support,28333917,"DD, ID",
DDX3X,Support,28371085,"ID, epilepsy/seizures","Hypotonia, microcephaly"
DDX3X,Support,28554332,ID,
DDX3X,Support,29100083,Epilepsy/seizures,DD/ID
DDX3X,Support,29346770,ASD,
DDX3X,Support,29490693,X-linked mental retardation-102 (MRX102),
DDX3X,Support,30349862,X-linked mental retardation-102 (MRX102),
DDX3X,Support,30564305,ASD,
DDX3X,Support,30936465,X-linked mental retardation-102 (MRX102),Autistic features (hand stereotypies)
DDX3X,Support,31130284,"ID, ADHD","Autistic features, stereotypies"
DDX3X,Support,31231135,ID,
DDX3X,Support,31274575,X-linked mental retardation-102 (MRX102),
DDX3X,Support,31398340,ASD,
DDX3X,Recent Recommendation,32135084,X-linked mental retardation-102 (MRX102),"ASD, ADHD"
DDX3X,Support,32277047,ID,Marfanoid habitus
DDX3X,Support,32530565,DD,
DDX3X,Support,32714884,"Intellectual developmental disorder, X-linked, syn","DD, ID, epilepsy/seizures, stereotypy"
DDX53,Primary,20531469,ASD,
DDX53,Support,23275889,ASD,
DDX53,Support,23632794,ASD,ID
DEAF1,Support,21076407,ID,
DEAF1,Support,23020937,ID,
DEAF1,Support,24668509,ID,Epilepsy/seizures
DEAF1,Primary,24726472,ID,ASD or autistic behavior
DEAF1,Support,25167861,ID,
DEAF1,Support,25363760,ASD,
DEAF1,Support,25533962,Unknown diagnosis,
DEAF1,Support,26048982,"ID, epilepsy/seizures, autistic behavior","Dyskinesia, absent speech"
DEAF1,Recent Recommendation,26401017,ASD,
DEAF1,Support,26834045,ID,Microcephaly
DEAF1,Support,27848944,"ASD, ID, structural brain abnormalities",
DEAF1,Support,28628100,ASD,
DEAF1,Support,28940898,ID,"Epilepsy/seizures, ASD"
DEAF1,Support,29366832,ASD,
DEAF1,Support,30763456,ASD,
DEAF1,Recent Recommendation,30923367,"Autosomal dominant mental retardation-24, Dyskines",ASD
DEAF1,Support,31209962,"ID, ASD or autistic traits",
DEAF1,Support,31981491,ASD,
DEAF1,Support,32094338,ASD,
DENR,Primary,22495311,ASD,
DENR,Recent Recommendation,27239039,ASD,
DENR,Support,30679432,ID,ASD
DEPDC5,Primary,23542697,Epilepsy,"ASD, ID, SCZ, OCD"
DEPDC5,Support,23542701,Epilepsy,
DEPDC5,Support,24585383,Epilepsy/seizures,"ASD, ID"
DEPDC5,Support,27864847,Epilepsy/seizures,
DEPDC5,Support,29075622,ASD,
DEPDC5,Recent Recommendation,29481864,,
DEPDC5,Support,29761115,,
DEPDC5,Support,29861134,,
DEPDC5,Recent Recommendation,30093711,Familial focal epilepsy with variable foci-1 (FFEV,ASD or autistic features
DEPDC5,Support,30945278,Epilepsy/seizures,
DEPDC5,Support,31139143,"ASD, epilepsy/seizures",
DEPDC5,Support,31178897,Epilepsy/seizures,
DEPDC5,Support,31452935,ASD,
DGKK,Primary,27233938,,
DGKZ,Primary,25549968,ASD,
DGKZ,Support,27513193,Multiple congenital anomalies,
DHCR7,Primary,11223857,Smith-Lemli-Opitz syndrome,ASD
DHCR7,Support,14659996,,
DHCR7,Recent Recommendation,16687448,,
DHCR7,Highly Cited,16761297,Smith-Lemli-Opitz syndrome,ASD
DHCR7,Recent Recommendation,17197219,,
DHCR7,Recent Recommendation,19016890,,
DHCR7,Support,25533962,Hearing impairment,
DHCR7,Support,26539891,ID,Microcephaly
DHCR7,Recent Recommendation,26998835,,
DHCR7,Recent Recommendation,27053961,Smith-Lemli-Opitz syndrome,
DHCR7,Support,28831199,ASD,
DHCR7,Support,28940097,DD,
DHCR7,Support,29271092,ASD,
DHCR7,Support,31178897,Smith-Lemli-Opitz syndrome,
DHCR7,Support,31674007,ASD,Macrocephaly
DHCR7,Highly Cited,9465114,,
DHCR7,Highly Cited,9653161,Smith-Lemli-Opitz syndrome,
DHX30,Primary,29100085,"DD, ID",Autistic features
DHX30,Support,31398340,ASD,
DIAPH3,Highly Cited,15668168,,
DIAPH3,Highly Cited,16439214,,
DIAPH3,Recent Recommendation,18044991,,
DIAPH3,Recent Recommendation,18516090,,
DIAPH3,Recent Recommendation,19380880,,
DIAPH3,Recent Recommendation,19457867,,
DIAPH3,Primary,20308993,ASD,
DIAPH3,Support,22738016,Epilepsy,ADHD
DIAPH3,Support,23375656,ASD,
DIAPH3,Recent Recommendation,27848932,,
DIAPH3,Positive Association,28540026,ASD,
DIAPH3,Support,31398340,ASD,
DIP2A,Primary,22542183,ASD,
DIP2A,Recent Recommendation,25363768,ASD,
DIP2A,Recent Recommendation,26401017,ASD,
DIP2A,Support,26402605,ASD,
DIP2A,Support,27824329,ASD,
DIP2A,Support,30564305,ASD,
DIP2A,Support,31600191,ASD,
DIP2A,Support,31981491,ASD,
DIP2A,Support,32094338,ASD,
DIP2C,Primary,25363768,,
DIP2C,Recent Recommendation,28263302,ASD,
DIP2C,Support,31873310,ASD,
DIPK2A,Primary,18621663,ASD,
DIPK2A,Recent Recommendation,23840464,,
DIPK2A,Support,23879678,ASD,
DISC1,Highly Cited,12812986,,
DISC1,Highly Cited,16293762,,
DISC1,Recent Recommendation,17481393,,
DISC1,Primary,17579608,ASD,Asperger syndrome
DISC1,Recent Recommendation,17825401,,
DISC1,Recent Recommendation,18317464,"SCZ, BPD",
DISC1,Recent Recommendation,18762802,,
DISC1,Recent Recommendation,19077115,,
DISC1,Recent Recommendation,19188535,,
DISC1,Recent Recommendation,19191256,,
DISC1,Support,19606485,ASD,
DISC1,Recent Recommendation,19778507,,
DISC1,Support,20002455,ASD,MR
DISC1,Recent Recommendation,20139976,,
DISC1,Recent Recommendation,20188653,,
DISC1,Recent Recommendation,21471969,,
DISC1,Positive Association,21569632,ASD,
DISC1,Recent Recommendation,22385968,,
DISC1,Support,22495306,ASD,
DISC1,Support,23375656,ASD,
DISC1,Recent Recommendation,23439118,,
DISC1,Positive Association,23732877,MDD,"SCZ, BPD"
DISC1,Support,24126926,"ASD, SCZ",
DISC1,Recent Recommendation,24516667,,
DISC1,Support,25363768,ASD,
DISC1,Recent Recommendation,25821909,,
DISC1,Recent Recommendation,26299970,,
DISC1,Recent Recommendation,26301809,,
DISC1,Recent Recommendation,26553875,,
DISC1,Recent Recommendation,26728564,,
DISC1,Recent Recommendation,26728762,,
DISC1,Recent Recommendation,26976042,,
DISC1,Recent Recommendation,29643329,,
DISC1,Recent Recommendation,29643356,,
DIXDC1,Support,20624590,,
DIXDC1,Support,22832659,,
DIXDC1,Primary,27752079,ASD,"SCZ, BPD"
DIXDC1,Support,27829159,ASD,
DLG1,Primary,25549968,ASD,
DLG1,Support,27271353,"ASD, SCZ",
DLG1,Support,28867142,ASD,
DLG1,Support,31452935,ASD,
DLG2,Primary,25363760,ASD,
DLG2,Recent Recommendation,31398340,ASD,
DLG4,Primary,20952458,,
DLG4,Support,23020937,ID,"Epilepsy, ASD"
DLG4,Support,25533962,Unknown diagnosis,
DLG4,Recent Recommendation,25549968,ASD,
DLG4,Recent Recommendation,26247861,,
DLG4,Support,27271353,"ASD, SCZ",
DLG4,Recent Recommendation,27479843,ID,
DLG4,Support,28191889,DD,
DLG4,Support,29460436,ID,ASD
DLG4,Support,30504930,ASD,
DLG4,Support,31220273,ASD,
DLGAP1,Support,25533962,Unknown diagnosis,
DLGAP1,Primary,25549968,ASD,
DLGAP1,Support,27271353,"ASD, SCZ",
DLGAP1,Support,27824329,ASD,
DLGAP1,Support,28191889,ASD,
DLGAP1,Support,29396406,,
DLGAP1,Support,30564305,ASD,
DLGAP1,Support,31452935,ASD,
DLGAP1,Support,31771860,OCD,
DLGAP2,Highly Cited,15207911,,
DLGAP2,Recent Recommendation,18055845,,
DLGAP2,Primary,18252227,ASD,
DLGAP2,Recent Recommendation,19640847,,
DLGAP2,Support,20531469,ASD,
DLGAP2,Support,23915500,ASD,
DLGAP2,Support,24410847,ASD,
DLGAP2,Support,25363760,ASD,
DLGAP2,Support,25363768,ASD,
DLGAP2,Recent Recommendation,26401017,ASD,
DLGAP2,Support,26845707,ASD,
DLGAP2,Support,27271353,"ASD, SCZ",
DLGAP2,Support,32372567,ASD,
DLGAP2,Support,32477112,ASD,
DLGAP3,Highly Cited,10527873,,
DLGAP3,Primary,17713528,,
DLGAP3,Positive Association,19051237,Grooming disorders,
DLGAP3,Support,19096451,OCD,
DLGAP3,Support,21145461,,
DLGAP3,Positive Association,21184590,TS,
DLGAP3,Support,21295225,OCD,
DLGAP3,Recent Recommendation,23414593,,
DLGAP3,Recent Recommendation,23754400,,
DLGAP3,Support,31038196,ASD,
DLGAP4,Support,10527873,,
DLGAP4,Primary,30664629,,
DLL1,Primary,25418537,ASD,
DLL1,Recent Recommendation,31353024,"DD, ID","ASD, epilepsy/seizures, hypotonia, abnormal brain "
DLX1,Highly Cited,12050665,,
DLX1,Recent Recommendation,16007083,,
DLX1,Recent Recommendation,17678855,,
DLX1,Primary,18728693,ASD,
DLX1,Recent Recommendation,19026749,,
DLX1,Recent Recommendation,19386638,,
DLX1,Support,31130284,ASD,Speech delay
DLX1,Highly Cited,9247261,,
DLX1,Highly Cited,9334308,,
DLX2,Highly Cited,12050665,,
DLX2,Recent Recommendation,17678855,,
DLX2,Recent Recommendation,18562615,,
DLX2,Recent Recommendation,18697905,,
DLX2,Recent Recommendation,18706405,,
DLX2,Primary,18728693,ASD,
DLX2,Recent Recommendation,19026749,,
DLX2,Recent Recommendation,19386638,,
DLX2,Highly Cited,7590232,,
DLX2,Highly Cited,9247261,,
DLX2,Highly Cited,9334308,,
DLX3,Primary,25363768,ASD,
DLX3,Recent Recommendation,30559488,,
DLX6,Highly Cited,12193642,,
DLX6,Highly Cited,15608638,,
DLX6,Highly Cited,16137622,,
DLX6,Recent Recommendation,17420000,,
DLX6,Recent Recommendation,18276760,,
DLX6,Recent Recommendation,18326838,,
DLX6,Primary,19195802,ASD,
DLX6,Recent Recommendation,20702565,,
DLX6,Support,28344757,ASD,
DMD,Primary,16417872,Duchenne muscular dystrophy,ASD
DMD,Recent Recommendation,17108972,,
DMD,Recent Recommendation,17450125,,
DMD,Recent Recommendation,18056690,,
DMD,Recent Recommendation,18354150,,
DMD,Recent Recommendation,19109891,,
DMD,Positive Association,19404256,ASD,
DMD,Recent Recommendation,19818935,,
DMD,Support,20531469,ASD,
DMD,Positive Association,22050706,ASD,
DMD,Support,22796527,"DD, ID","ASD, ADHD"
DMD,Positive Association,22935194,ASD,
DMD,Recent Recommendation,23185011,,
DMD,Support,23275889,ASD,
DMD,Support,23352160,ASD,
DMD,Support,23632794,ASD,ID
DMD,Support,23849776,ASD,
DMD,Support,23900271,ID,
DMD,Support,24066114,ASD,"ID, epilepsy"
DMD,Support,24126926,"ASD, SCZ",
DMD,Support,24690944,"DD, ID, ASD",MCA
DMD,Support,25167861,ID,
DMD,Positive Association,25227141,Cognitive function,
DMD,Support,25533962,Unknown diagnosis,
DMD,Recent Recommendation,25549968,ASD,
DMD,Support,25621899,ASD,
DMD,Recent Recommendation,25660133,,
DMD,Recent Recommendation,26081639,Duchenne muscular dystrophy,
DMD,Recent Recommendation,26365034,,
DMD,Support,26539891,ID,Microcephaly
DMD,Support,27667684,ASD,
DMD,Support,28867142,ASD,
DMD,Support,30923172,Duchenne muscular dystrophy,ID
DMD,Support,31134136,ASD,Duchenne muscular dystrophy
DMD,Support,32193494,ASD,
DMD,Highly Cited,3282674,,
DMD,Highly Cited,3319190,,
DMD,Highly Cited,8349731,,
DMPK,Highly Cited,10976074,,
DMPK,Highly Cited,14657503,,
DMPK,Primary,18228241,Myotonic dystrophy type 1,ASD
DMPK,Recent Recommendation,18272483,,
DMPK,Support,25363760,ASD,
DMPK,Support,25363768,ASD,
DMPK,Support,31398340,ASD,
DMPK,Recent Recommendation,32717741,ASD,"DD, myotonic dystrophy-1"
DMPK,Highly Cited,9563950,,
DMWD,Primary,28263302,ASD,
DMWD,Recent Recommendation,31452935,ASD,
DMXL2,Primary,25363768,ASD,
DMXL2,Support,25961944,ASD,
DMXL2,Support,28867142,ASD,
DMXL2,Support,30257206,TS,
DMXL2,Support,30504930,ASD,
DMXL2,Support,30732576,ASD or autistic features,"ADHD, behavioral problems"
DNAH10,Primary,22542183,ASD,
DNAH10,Recent Recommendation,25363760,ASD,
DNAH10,Recent Recommendation,25621899,ASD,
DNAH10,Support,25961944,ASD,
DNAH10,Positive Association,28472652,Tourette syndrome,
DNAH10,Support,31398340,ASD,
DNAH10,Support,31771860,OCD,
DNAH17,Support,22495309,ASD,
DNAH17,Primary,25363760,ASD,
DNAH17,Support,25363768,ASD,
DNAH17,Recent Recommendation,28714951,ASD,
DNAH17,Support,31398340,ASD,
DNAH17,Support,31452935,ASD,
DNAH17,Positive Association,32807774,ASD,ASD sub-phenotype
DNAH3,Primary,25961944,ASD,
DNAH3,Support,28714951,ASD,
DNAH3,Recent Recommendation,28831199,ASD,
DNAH3,Support,31398340,ASD,
DNAH3,Support,31452935,ASD,
DNAJC19,Primary,23116158,ASD,
DNER,Primary,22843504,ASD,
DNER,Support,23275889,ASD,
DNER,Support,31452935,ASD,
DNM1L,Primary,23116158,ASD,
DNM1L,Support,28263302,ASD,
DNM1L,Support,28831199,ASD,
DNM1L,Support,31036916,DD,
DNM1L,Support,31231135,Epilepsy/seizures,
DNM1L,Support,31398340,ASD,
DNMT3A,Support,23849776,ASD,
DNMT3A,Support,24614070,Tatton-Brown-Rahman syndrome,
DNMT3A,Support,25363760,ASD,
DNMT3A,Support,25363768,ASD,
DNMT3A,Primary,26402605,ASD,
DNMT3A,Support,27479843,ID,
DNMT3A,Support,27513193,ID,
DNMT3A,Support,28263302,ASD,
DNMT3A,Recent Recommendation,29900417,Tatton-Brown-Rahman syndrome,ASD
DNMT3A,Support,30478443,DD,"Microcephaly, short stature"
DNMT3A,Positive Association,30786140,ASD,
DNMT3A,Support,31038196,ASD,
DNMT3A,Support,31452935,ASD,
DNMT3A,Support,31685998,Tatton-Brown-Rahman syndrome,SCZ
DNMT3A,Support,31845314,Tatton-Brown-Rahman syndrome,Autistic traits
DNMT3A,Support,31981491,ASD,
DNMT3A,Support,32094338,ASD,
DNMT3A,Support,32435502,Tatton-Brown-Rahman syndrome,"ASD, ID"
DOCK1,Support,25363768,ASD,
DOCK1,Primary,26185613,ASD,
DOCK1,Support,31696658,ASD,
DOCK10,Primary,23632794,ASD,ID
DOCK2,Primary,32807774,ASD,ASD sub-phenotype
DOCK4,Primary,19401682,ASD,
DOCK4,Support,20346443,Dyslexia,
DOCK4,Recent Recommendation,23536706,,
DOCK4,Recent Recommendation,23720743,,
DOCK4,Positive Association,24599690,ASD,
DOCK4,Support,25363768,ASD,
DOCK4,Positive Association,26176695,ASD,Asperger syndrome
DOCK4,Support,28714951,ASD,
DOCK4,Support,31388105,,
DOCK8,Support,18060736,ID,
DOCK8,Support,18283277,ASD,
DOCK8,Support,20678250,ASD,
DOCK8,Primary,25363760,ASD,
DOCK8,Support,27824329,ASD,
DOCK8,Recent Recommendation,29191242,"ASD, ADHD, SCZ, BPD, depression",
DOCK8,Support,29930340,"DD, ID","ASD, MDD"
DOCK8,Support,30564305,ASD,
DOCK8,Support,31398340,ASD,
DOCK8,Support,31452935,ASD,
DOLK,Primary,23890587,"West syndrome, DOLK-CDG","Epilepsy, ID, ASD"
DOLK,Support,31031587,DOLK-CDG,"Epilepsy, ID, ASD"
DPP10,Highly Cited,15454437,,
DPP10,Recent Recommendation,16738002,,
DPP10,Primary,18252227,ASD,
DPP10,Recent Recommendation,18276729,,
DPP10,Recent Recommendation,18845608,,
DPP10,Recent Recommendation,22311982,,
DPP10,Recent Recommendation,23185133,,
DPP10,Support,23275889,ASD,
DPP10,Support,23375656,ASD,
DPP10,Support,27667684,ASD,
DPP10,Negative Association,28670437,ASD,
DPP10,Positive Association,32807774,ASD,ASD sub-phenotype
DPP3,Primary,25363760,ASD,
DPP3,Recent Recommendation,31332282,ASD,
DPP3,Support,31398340,ASD,
DPP4,Support,22495309,ASD,
DPP4,Primary,23352160,ASD,
DPP4,Support,25363760,ASD,
DPP4,Recent Recommendation,26938441,,
DPP4,Positive Association,28098162,Hippocampal volume,
DPP4,Positive Association,28540026,ASD,
DPP6,Recent Recommendation,16899223,,
DPP6,Recent Recommendation,18084291,ALS,
DPP6,Primary,18252227,ASD,
DPP6,Recent Recommendation,18276729,,
DPP6,Recent Recommendation,18364354,,
DPP6,Recent Recommendation,18536731,,
DPP6,Recent Recommendation,18667548,,
DPP6,Recent Recommendation,18978958,,
DPP6,Recent Recommendation,19193627,,
DPP6,Recent Recommendation,19279261,,
DPP6,Recent Recommendation,19372736,,
DPP6,Recent Recommendation,22311982,,
DPP6,Support,22495309,ASD,
DPP6,Support,23275889,ASD,
DPP6,Support,23375656,ASD,
DPP6,Recent Recommendation,23832105,ID,
DPP6,Recent Recommendation,23912628,,
DPP6,Support,24643514,ASD,
DPP6,Support,25129042,TS,ADHD
DPP6,Support,25363768,ASD,
DPP6,Support,26325558,ASD,
DPP6,Support,27651234,ASD,
DPP6,Support,31398340,ASD,
DPP6,Support,31452935,ASD,
DPP6,Highly Cited,9811881,,
DPYD,Recent Recommendation,17065071,,
DPYD,Primary,18252227,ASD,
DPYD,Support,21114665,ASD,
DPYD,Support,22003227,ID,Autistic features
DPYD,Support,23275889,ASD,
DPYD,Positive Association,23453885,"ASD, ADHD, BPD, MDD, SCZ",
DPYD,Support,26279650,Obesity,"DD, ID, autistic features"
DPYD,Support,27667684,ASD,
DPYD,Support,28831199,ASD,
DPYD,Positive Association,29483656,SCZ,
DPYD,Support,30945278,Epilepsy/seizures,DD
DPYD,Support,31398340,ASD,
DPYD,Highly Cited,3335642,,
DPYSL2,Positive Association,12679234,SCZ,
DPYSL2,Negative Association,16321170,SCZ,
DPYSL2,Positive Association,16380905,SCZ,
DPYSL2,Negative Association,20414250,SCZ,
DPYSL2,Positive Association,21302347,SCZ,
DPYSL2,Primary,25363760,ASD,
DPYSL2,Support,25363768,ASD,
DPYSL2,Positive Association,25416705,SCZ,
DPYSL2,Positive Association,25847191,SCZ,
DPYSL2,Support,27801893,,
DPYSL2,Recent Recommendation,29346770,ASD,
DPYSL2,Recent Recommendation,29892012,,
DPYSL2,Support,31919978,ASD,
DPYSL2,Support,31981491,ASD,
DPYSL3,Primary,25363768,ASD,
DPYSL3,Recent Recommendation,29196732,ASD,
DRD1,Highly Cited,15717291,ADHD,
DRD1,Primary,18205172,ASD,
DRD1,Support,20844125,,
DRD1,Support,27483345,,
DRD2,Support,21703448,Epilepsy,
DRD2,Primary,22559203,ASD,
DRD2,Positive Association,25448322,ASD,
DRD2,Support,25533962,Unknown diagnosis,
DRD2,Positive Association,28472652,Tourette syndrome,
DRD2,Positive Association,29483656,SCZ,
DRD3,Highly Cited,11333982,,
DRD3,Highly Cited,1362221,,
DRD3,Recent Recommendation,17332411,,
DRD3,Recent Recommendation,19017537,,
DRD3,Primary,19058789,ASD,ADHD
DRD3,Support,21703448,Epilepsy,
DRD3,Positive Association,25792691,ASD,Striatal volume
DRD3,Highly Cited,9354330,,
DSCAM,Primary,25363768,ASD,
DSCAM,Recent Recommendation,26401017,ASD,
DSCAM,Support,26402605,ASD,
DSCAM,Recent Recommendation,26749308,ASD,
DSCAM,Support,27824329,ASD,
DSCAM,Support,28191889,DD,
DSCAM,Support,28263302,ASD,
DSCAM,Positive Association,28540026,ASD,
DSCAM,Support,30564305,ASD,
DSCAM,Support,31981491,ASD,
DSCAM,Positive Association,32807774,ASD,ASD sub-phenotype
DST,Primary,24126926,"ASD, SCZ",
DST,Support,25284784,ASD,
DST,Support,25363768,ASD,
DST,Support,25533962,Unknown diagnosis,
DST,Support,30257206,TS,
DST,Support,30504930,ASD,
DST,Support,31398340,ASD,
DUSP15,Support,22495311,ASD,
DUSP15,Primary,27223645,ASD,
DUSP15,Support,28628100,ASD,
DUSP15,Support,31398340,ASD,
DUSP22,Primary,22346768,ASD,ID
DVL1,Support,14960015,,
DVL1,Recent Recommendation,26830142,,
DVL1,Primary,9298901,,
DVL3,Primary,25284784,ASD,
DVL3,Recent Recommendation,26830142,,
DVL3,Recent Recommendation,27008544,,
DYDC1,Primary,23375656,ASD,
DYDC1,Support,31209396,ASD,
DYDC2,Primary,23375656,ASD,
DYNC1H1,Support,21076407,ID,
DYNC1H1,Support,22368300,ID,
DYNC1H1,Primary,25363760,ASD,
DYNC1H1,Support,25363768,ASD,
DYNC1H1,Support,25961944,ASD,
DYNC1H1,Recent Recommendation,28263302,ASD,
DYNC1H1,Support,28325891,Epilepsy/seizures,West syndrome
DYNC1H1,Support,28344757,ASD,
DYNC1H1,Support,28554332,"ID, epilepsy/seizures, microcephaly",
DYNC1H1,Recent Recommendation,28714951,ASD,
DYNC1H1,Support,28831199,ASD,
DYNC1H1,Support,29286531,"ASD, DD, epilepsy/seizures, microcephaly",
DYNC1H1,Support,30504930,ASD,
DYNC1H1,Support,31139143,"ASD, epilepsy/seizures",
DYNC1H1,Support,31981491,ASD,
DYNC1H1,Support,32094338,ASD,
DYNC1H1,Support,32656949,Autosomal dominant lower extremity-predominant spi,"ASD, ID, epilepsy/seizures"
DYRK1A,Support,18405873,DD,"Epilepsy, MR"
DYRK1A,Support,21294719,ID,Autistic features
DYRK1A,Primary,22495309,ASD,
DYRK1A,Support,22542183,ASD,
DYRK1A,Recent Recommendation,23099646,ID,Epilepsy
DYRK1A,Support,23160955,ASD,
DYRK1A,Recent Recommendation,24922073,,
DYRK1A,Support,25167861,ID,
DYRK1A,Recent Recommendation,25363760,ASD,
DYRK1A,Support,25363768,ASD,
DYRK1A,Support,25533962,"ASD, DD, epilepsy",Microcephaly
DYRK1A,Support,25641759,"DD, epilepsy/seizures",Autistic features
DYRK1A,Recent Recommendation,25707398,"ASD, ID","Epilepsy/seizures, microcephaly"
DYRK1A,Recent Recommendation,25920557,"ID, ASD, epilepsy/seizures",Microcephaly
DYRK1A,Recent Recommendation,25944381,"DD, ID, microcephaly","ASD, epilepsy/seizures"
DYRK1A,Recent Recommendation,26401017,ASD,
DYRK1A,Support,26544041,"DD, ID, epilepsy/seizures",
DYRK1A,Support,26846091,DD,Microcephaly
DYRK1A,Support,26922654,"DD, ID",Epilepsy/seizures
DYRK1A,Recent Recommendation,27112495,,
DYRK1A,Support,27620904,ID,
DYRK1A,Support,27824329,ASD,
DYRK1A,Support,27841880,"Microcephaly, motor delay, speech delay",Autistic features
DYRK1A,Support,27848944,"Mental retardation, autosomal dominant 7","DD, ID, epilepsy/seizures"
DYRK1A,Support,28053047,"DD, microcephaly",
DYRK1A,Support,28097321,"ID, epilepsy/seizures, microcephaly",
DYRK1A,Support,28167836,"ASD, DD, ID",
DYRK1A,Support,28191889,"ASD, DD",
DYRK1A,Support,28263302,ASD,
DYRK1A,Support,28554332,"ID, epilepsy/seizures",
DYRK1A,Support,28831199,ASD,
DYRK1A,Support,29034068,"DD, ID",ASD
DYRK1A,Recent Recommendation,29700199,,
DYRK1A,Support,30564305,ASD,
DYRK1A,Support,30831192,"ASD, DD, ID",
DYRK1A,Support,30842647,Microcephaly,"DD, epilepsy/seizures"
DYRK1A,Support,31031587,ASD,ID
DYRK1A,Support,31058587,,
DYRK1A,Support,31130284,"ASD, DD, ID, epilepsy/seizures",
DYRK1A,Support,31209962,"ID, ASD or autistic traits",
DYRK1A,Support,31263215,"DD, ID","ASD, epilepsy/seizures, microcephaly"
DYRK1A,Support,31398340,ASD,
DYRK1A,Support,31873310,ASD,
DYRK1A,Support,31981491,ASD,
DYRK1A,Support,32094338,ASD,
DYRK1A,Support,32193494,ASD,
